Early Scheduling,Issuing schedules and timetables early,Receiving schedules early helps me plan my workload and avoid last-minute stress.,Early distribution of schedules aids in planning and reduces stress associated with last-minute changes.,Helps me plan my workload effectively. Could help our organization improve scheduling efficiency and reduce stress.,"Feeling: secure, balanced, organized","Leading to: improved mental health, reduced absenteeism, better retention",Productivity,"schedule management, task management, daily planning","time management problems, deadline pressures, high stress levels, efficiency"
Sensory-Friendly Uniform,Adapting dress code for sensory sensitivities,Having a comfortable uniform helps me focus on my work without discomfort.,Allowing uniform adjustments for sensory sensitivities increases comfort and focus for sensitive individuals.,Helps me work comfortably and focus better. Could help our organization improve employee satisfaction and comfort.,"Feeling: comfortable, respected, focused","Leading to: better employee health, improved retention, enhanced reputation","Support, Wellness","environmental modifications, comfort and ergonomics, wellness programs","sensory challenges, discomfort at work, anxiety, high stress levels"
Workplace Equipment,Providing necessary aids and equipment,Having the right equipment makes my job easier and more efficient.,Ensuring the availability of essential aids and equipment enhances job performance and efficiency.,Helps me perform my job more efficiently. Could help our organization improve overall productivity and job satisfaction.,"Feeling: supported, productive, valued","Leading to: increased productivity, improved performance, better employee experience","Support, Productivity","assistive technology, custom tools, ergonomic adjustments","accessibility, equipment needs, physical barriers, productivity problems"
Alcohol-Free Celebrations,Organizing celebrations without alcohol,Celebrating without alcohol makes me feel included and comfortable in social events.,"Hosting alcohol-free celebrations fosters inclusion and comfort for all employees, especially those who do not drink.",Helps me feel included and comfortable in social settings. Could help our organization promote inclusivity and employee engagement.,"Feeling: included, respected, happy","Leading to: enhanced diversity, better team dynamics, stronger employee advocacy","Wellness, Communication","inclusive hiring, wellness programs, support networks","inclusion, social anxiety, health and well-being, ethical concerns"
Duty Redistribution,Redistributing tasks among workers,Having some duties reassigned helps me manage my workload better.,Allocating some tasks of disabled workers to others helps balance workloads and ensures efficiency.,Helps me manage my workload effectively. Could help our organization maintain productivity and support disabled workers.,"Feeling: supported, balanced, valued","Leading to: improved team dynamics, increased morale, better retention","Support, Productivity","task management, equal opportunity, organisational planning","disability accommodation, workload management, stress management, efficiency"
Extra Time for Arithmetic,Allowing more time for arithmetic tasks,Having extra time for arithmetic tasks reduces my stress and improves accuracy.,Providing additional time for arithmetic tasks ensures better accuracy and reduces stress for individuals.,Helps me complete arithmetic tasks accurately and stress-free. Could help our organization improve task quality and reduce errors.,"Feeling: confident, supported, secure","Leading to: improved work quality, reduced errors, better employee experience","Support, Development","cognitive support, time management, stress management","ADHD, anxiety, cognitive challenges, task execution errors"
Extra Time for Tasks,Allowing ample time for task completion,Having plenty of time to complete tasks helps me avoid rushing and making mistakes.,Allocating sufficient time for task completion improves accuracy and reduces pressure on employees.,Helps me complete tasks accurately without rushing. Could help our organization improve task quality and reduce errors.,"Feeling: confident, secure, productive","Leading to: improved work quality, reduced errors, increased productivity","Support, Productivity","time management, task management, stress management","anxiety, productivity problems, time management problems, efficiency"
Time for Proofreading,Allowing time for proofreading work,Having time for proofreading ensures my work is accurate and polished.,Providing time for proofreading enhances the accuracy and quality of completed tasks.,Helps me ensure my work is accurate and polished. Could help our organization improve overall work quality and reduce mistakes.,"Feeling: confident, secure, valued","Leading to: consistent work quality, reduced errors, better employee experience","Support, Productivity","task management, time management, communication tools","anxiety, task execution errors, productivity problems, quality control"
Extra Time for Projects,Allowing extra time for projects,Having extra time for projects helps me manage unexpected challenges effectively.,"Providing extra time for project completion accommodates unforeseen circumstances, ensuring project success.",Helps me handle unexpected challenges and deliver quality work. Could help our organization improve project outcomes and employee satisfaction.,"Feeling: confident, secure, productive","Leading to: improved performance, enhanced growth, better project management","Support, Productivity","project management, time management, task management","deadline pressures, high stress levels, productivity problems, efficiency"
Disability Leave,Allowing periods of disability leave,Having the option for disability leave ensures I can take care of my health needs.,Allowing disability leave supports employees' health needs and promotes a caring work environment.,Helps me take care of my health without job stress. Could help our organization improve employee well-being and loyalty.,"Feeling: supported, secure, valued","Leading to: better employee health, reduced absenteeism, improved retention","Support, Wellness","mental health support, equal opportunity, flexible schedules","disability accommodation, health and well-being, chronic illness, stress management"
Phased Return to Work,Supporting phased return to work,Phasing my return to work helps me adjust and manage my health condition effectively.,Implementing phased return to work plans helps employees adjust to work while managing health conditions.,Helps me adjust to work while managing my health. Could help our organization support employee health and retain valuable staff.,"Feeling: supported, secure, valued","Leading to: better employee health, improved retention, stronger culture","Support, Wellness","flexible schedules, mental health support, equal opportunity","disability accommodation, chronic illness, health and well-being, stress management"
Noise-Cancelling Headphones,Allowing use of noise-cancelling headphones,Using noise-cancelling headphones helps me focus better and reduces my stress.,Allowing employees to use noise-cancelling headphones can help minimize distractions and improve concentration in noisy environments.,Helps me focus better and reduces stress. Could help our organization improve productivity and concentration.,"Feeling: engaged, supported, confident","Leading to: increased productivity, better work quality, improved mental health",Productivity,"noise management, comfort and ergonomics, productivity tools","noise distraction, attention issues, decreased productivity"
Rehabilitation Absences,"Allowing absences for rehabilitation, assessment, or treatment",Knowing I can take time for treatment without penalty makes me feel supported and valued.,"Allowing employees to be absent during work or training hours for necessary rehabilitation, assessments, or treatments ensures their health needs are met, contributing to their overall well-being and productivity.",Helps me feel supported and valued. Could help our organization improve employee health and reduce absenteeism.,"Feeling: valued, secure, supported","Leading to: better employee health, reduced absenteeism, improved performance",Wellness,"flexible schedules, emotional support, wellness programs","chronic illness, mental health, rehabilitation, health and well-being"
Early Fire Alarm Exit,Allowing early exit during scheduled fire alarms,Leaving before a fire alarm reduces my anxiety and ensures I feel safe at work.,"Allowing individuals to leave the building in advance of scheduled fire alarms can reduce anxiety and ensure safety, especially for those who have practiced the emergency process sufficiently.",Helps me feel safe and reduces anxiety. Could help our organization improve safety and well-being.,"Feeling: secure, respected, supported","Leading to: improved compliance, reduced absenteeism, better safety practices",Support,"emergency preparedness, safety training, emotional support","anxiety, safety, stress, high stress levels, mental health"
Personalised Workspace,Allowing personalisation of desks or workspaces,Personalising my workspace makes me feel more comfortable and boosts my creativity.,Allowing employees to personalise their desks or workspaces with colours or comforting items can enhance comfort and boost creativity and productivity.,Helps me feel comfortable and creative. Could help our organization increase creativity and improve employee satisfaction.,"Feeling: comfortable, creative, motivated","Leading to: increased creativity, higher satisfaction, improved team dynamics",Adaptability,"comfort and ergonomics, organisational tools, custom tools","discomfort at work, decreased productivity, motivation, work environment"
Quiet Room Access,Allowing use of conference rooms for quiet work,Having a quiet room available helps me concentrate and work more efficiently.,"Allowing employees to work in or use a conference or meeting room when they need a quiet environment can enhance focus and productivity, especially in open office settings.",Helps me concentrate and work efficiently. Could help our organization improve productivity and focus.,"Feeling: focused, supported, valued","Leading to: increased productivity, improved work quality, better employee experience",Productivity,"noise management, productivity tools, organisational tools","attention issues, noise distraction, decreased productivity, mental health"
Adjusted Work Hours,Altering hours of working or training,Flexible work hours help me manage my time better and reduce my stress levels.,"Altering an employee's work or training hours can accommodate personal needs and improve work-life balance, resulting in reduced stress and enhanced job satisfaction.",Helps me manage my time better and reduces stress. Could help our organization improve employee well-being and productivity.,"Feeling: balanced, satisfied, supported","Leading to: improved work-life balance, higher productivity, reduced absenteeism",Adaptability,"flexible schedules, time management, wellness programs","stress management, work-life balance, high stress levels, time management"
Alternative Formats,"Providing audio, video, diagrams, and flowcharts",Having information in different formats helps me understand and retain it better.,"Providing alternative formats such as audio or videotape, drawings, diagrams, and flowcharts can aid in better understanding and retention of information, especially for diverse learning styles.",Helps me understand and retain information better. Could help our organization enhance training retention and communication.,"Feeling: included, confident, empowered","Leading to: better training retention, improved communication, enhanced engagement",Communication,"alternative communication, accessible formats, visual planning","learning difficulties, comprehension difficulties, training retention, communication barriers"
Interpreter for Interviews,Interview accommodation for interpreters or support,Having an interpreter during interviews ensures I can communicate effectively and feel confident.,"Providing accommodations such as an interpreter or other support during job interviews ensures effective communication for candidates with communication difficulties, promoting inclusivity and confidence.",Helps me communicate effectively and feel confident. Could help your organization improve inclusive hiring practices.,"Feeling: included, confident, valued","Leading to: inclusive hiring, enhanced reputation, improved recruitment",Support,"accessible formats, diverse hiring, awareness training","recruitment bias, communication barriers, inclusive hiring, accessibility"
Security Code Adjustments,Adjusting security code use for doors and logins,Simplified security codes help me access work areas without frustration or delays.,Making reasonable adjustments for using security codes for doors and computer logins can facilitate easier access and reduce frustration for employees who may have difficulty with complex codes.,Helps me access work areas easily. Could help our organization improve accessibility and reduce delays.,"Feeling: supported, confident, included","Leading to: better accessibility, improved efficiency, enhanced security",Support,"accessible formats, assistive technology, cognitive support","accessibility, cognitive challenges, security, efficiency, stress"
Flexible Work Arrangements,Allowing work from home or flexible hours,Working from home occasionally helps me reduce distractions and manage my stress better.,"Allowing employees to work from home occasionally or adjust their hours can reduce distractions, stress, and fatigue, leading to better work performance and job satisfaction.",Helps me reduce distractions and manage stress. Could help our organization improve productivity and employee well-being.,"Feeling: balanced, motivated, supported","Leading to: improved work-life balance, increased productivity, reduced absenteeism",Adaptability,"flexible schedules, remote work, stress management","remote work challenges, stress management, work-life balance, fatigue"
Talking Calculator,Providing handheld or talking calculators,Using a talking calculator makes calculations easier and more accurate for me.,"Providing handheld or talking calculators can assist employees in performing calculations more easily and accurately, particularly for those with visual or cognitive impairments.",Helps me perform calculations accurately. Could help our organization improve efficiency and reduce errors.,"Feeling: confident, supported, empowered","Leading to: improved accuracy, better efficiency, reduced errors",Productivity,"assistive technology, custom tools, cognitive support","cognitive challenges, visual discomfort, accuracy, efficiency"
Digital Organiser,Providing personal digital organisers,Having a digital organiser helps me keep track of my tasks and deadlines more effectively.,"Providing personal digital organisers can help employees manage their tasks and deadlines more efficiently, enhancing overall productivity and reducing the likelihood of missed deadlines or forgotten tasks.",Helps me keep track of tasks and deadlines. Could help our organization improve task management and productivity.,"Feeling: organised, productive, confident","Leading to: better task management, increased productivity, improved organisation",Productivity,"organisational tools, time management, custom tools","time management problems, organisational inefficiencies, missed deadlines"
Visual Route Guides,Providing visual representations of routes and landmarks,Having a visual route guide helps me navigate the workplace confidently and without getting lost.,"Providing visual representations of routes and visible landmarks can assist employees in navigating the workplace confidently and efficiently, particularly for those with spatial or memory challenges.",Helps me navigate the workplace confidently. Could help our organization improve accessibility and employee independence.,"Feeling: confident, secure, supported","Leading to: better accessibility, improved efficiency, enhanced employee experience",Support,"accessible formats, visual planning, cognitive support","cognitive challenges, spatial awareness, accessibility, memory challenges"
Visual Planner,Using a wall planner to highlight appointments and tasks,"Having a wall planner helps me keep track of everything at a glance, making me feel organized.","A wall planner visually highlights appointments, deadlines, and tasks, making it easier to stay organized and on schedule.",Helps me stay organized and keep track of important dates. Might help our organization improve task management and deadline adherence.,"Feeling: organized, productive, secure","Leading to: improved productivity, better time management, reduced stress",Productivity,"visual planning, task management, daily planning","time management problems, deadline pressures, organizational inefficiencies"
Work Trial,Participating in a work trial to demonstrate skills,"A work trial allows me to show my abilities in real-time, boosting my confidence and easing interview anxiety.","A work trial lets individuals demonstrate their skills and abilities in a practical setting, providing a more accurate assessment than formal interviews.",Helps me showcase my true abilities and fit for the role. Might help your organization make better hiring decisions and reduce interview bias.,"Feeling: confident, motivated, valued","Leading to: improved recruitment, better talent development, reduced hiring bias",Development,"diverse hiring, inclusive hiring, career guidance","recruitment bias, performance anxiety, job rejection"
Quiet Workspace,"Creating a quiet, distraction-free workspace","Working in a quiet area helps me concentrate and work more efficiently, without constant interruptions.","A quiet workspace free from distractions like doors, phones, and loud machinery enhances concentration and productivity.",Helps me focus better on tasks. Might help our organization enhance work quality and employee satisfaction.,"Feeling: focused, productive, satisfied","Leading to: better work quality, improved concentration, higher satisfaction",Productivity,"noise management, efficient workspace, environmental modifications","noise distraction, decreased productivity, sensory challenges"
Well-Lit Workspace,"Ensuring workspace is well lit, neat, and tidy",A well-lit and tidy workspace makes me feel more energized and ready to tackle my tasks.,"A well-lit, neat, and tidy workspace promotes a pleasant working environment, enhancing focus and efficiency.",Helps me feel more comfortable and energized at work. Might help our organization improve employee well-being and productivity.,"Feeling: energized, comfortable, productive","Leading to: improved mental health, better work quality, increased productivity","Wellness, Productivity","environmental modifications, comfort and ergonomics, wellness programs","visual discomfort, environmental and ergonomic issues, health and well-being"
Ergonomic Keyboard,Using an ergonomic keyboard,"Using an ergonomic keyboard reduces strain on my hands and wrists, making long hours of typing easier.","An ergonomic keyboard reduces strain on hands and wrists, preventing discomfort and repetitive strain injuries during long typing sessions.",Helps me avoid discomfort and potential injuries. Might help our organization reduce absenteeism and increase work efficiency.,"Feeling: comfortable, supported, productive","Leading to: better employee health, reduced absenteeism, improved performance","Wellness, Support","ergonomic adjustments, physical conditioning, wellness programs","repetitive strain injuries, physical exertion, discomfort at work"
Unwritten Rules,Learning the unwritten rules of the workplace,Understanding the unwritten rules helps me navigate the workplace culture and fit in better.,"Explanation of unwritten workplace rules helps new employees adapt to the culture and expectations, easing their integration into the team.",Helps me understand workplace expectations better. Might help our organization improve new employee integration and team dynamics.,"Feeling: included, respected, secure","Leading to: better team dynamics, stronger culture, improved onboarding",Communication,"clear communication, equal opportunity, onboarding support","cultural misunderstandings, communication barriers, social difficulties"
Office Mentor,Having an office mentor or buddy arrangement,"Having a mentor gives me guidance and support, making me feel more confident in my role.","An office mentor or buddy provides guidance and support, helping employees navigate their roles and develop professionally.",Helps me get the support I need to succeed in my role. Might help our organization enhance employee development and retention.,"Feeling: supported, confident, connected","Leading to: better talent development, improved retention, stronger leadership",Support,"mentorship programs, career guidance, professional development","lack of advancement, career challenges, performance anxiety"
Task Demonstration,Demonstrating or supervising certain tasks,"Seeing tasks demonstrated helps me understand and perform them correctly, boosting my confidence.","Demonstrating or supervising certain tasks ensures they are understood and performed correctly, improving job accuracy and confidence.",Helps me learn tasks more effectively. Might help our organization improve training efficiency and work quality.,"Feeling: confident, secure, capable","Leading to: improved training retention, better work quality, enhanced efficiency",Development,"skills workshops, task management, professional development","training challenges, task execution errors, comprehension difficulties"
Clear Instructions,Providing clear and specific instructions,"Clear instructions make it easier for me to understand what's expected, reducing my anxiety.","Clear and specific instructions about tasks and expectations, including details like travel directions and meeting times, help reduce misunderstandings.",Helps me feel more confident and reduce mistakes. Might help your organization improve communication and task execution.,"Feeling: confident, less anxious, understood","Leading to: improved communication, reduced errors, better task management",Communication,"clear communication, communication tools, task management","communication anxiety, miscommunication, task management difficulties"
Detailed Maps,Using detailed maps or GPS systems,"Having detailed maps or GPS helps me navigate unfamiliar places easily, reducing my stress.","Detailed maps or GPS systems assist with navigation, making it easier to find locations and reducing stress associated with travel.",Helps me navigate unfamiliar places confidently. Might help your organization improve punctuality and reduce travel-related stress.,"Feeling: secure, confident, less stressed","Leading to: improved punctuality, better planning, reduced travel-related stress",Support,"travel support, emergency preparedness, custom tools","navigation issues, travel anxiety, planning difficulties"
Speed Dial,Utilizing speed dial for telephone numbers,Speed dial saves me time and reduces the stress of finding contacts quickly.,Speed dial functionality for telephone numbers saves time and reduces the stress of locating and dialing contacts quickly.,Helps me quickly connect with important contacts. Might help our organization improve communication efficiency and response times.,"Feeling: efficient, less stressed, connected","Leading to: improved communication, faster response times, better efficiency",Communication,"communication tools, organizational tools, productivity tools","communication barriers, administrative inefficiency, multitasking difficulties"
Minimized Calls,Minimizing incoming telephone calls,Fewer incoming calls help me focus on my work without constant interruptions.,"Minimizing incoming telephone calls reduces interruptions, allowing better focus and uninterrupted work time.",Helps me stay focused and work more efficiently. Might help our organization enhance productivity and reduce distraction-related errors.,"Feeling: focused, productive, less stressed","Leading to: improved productivity, reduced distractions, better work quality",Productivity,"noise management, time management, task management","distraction issues, decreased productivity, multitasking difficulties"
Coloured Paper Use,Use coloured paper and screens with coloured backgrounds,Colored paper and screens make it easier for me to read.,"Using coloured paper and coloured backgrounds on screens enhances readability, reducing strain and improving concentration.",Helps me reduce eye strain and improve focus. May help our organisation by enhancing overall productivity and accuracy.,"Feeling: supported, included, confident","Leading to: better work quality, improved productivity, lower burnout","Support, Wellness","assistive technology, visual planning, environmental modifications","visual discomfort, accessibility, cognitive challenges"
Clear Instructions,"Give one instruction at a time, slowly and clearly","Clear, single instructions help me stay focused and efficient.","Providing instructions one at a time, in a clear and quiet manner, enhances understanding and reduces confusion.",Helps me stay focused and understand tasks better. Might help our organisation by reducing errors and increasing efficiency.,"Feeling: valued, confident, secure","Leading to: better work quality, improved team dynamics, reduced errors",Communication,"clear communication, cognitive support, stress management","communication barriers, comprehension difficulties, attention issues"
Visual Data,Represent data visually with graphs and charts,Visual data helps me understand complex information quickly.,"Using visual representations like graphs, charts, and infographics makes mathematical data more accessible and easier to comprehend.",Helps me grasp data faster and more effectively. Could help our organisation by improving decision-making and knowledge retention.,"Feeling: empowered, included, confident","Leading to: enhanced decision-making, better knowledge retention, increased productivity",Communication,"visual planning, educational inclusion, clear communication","comprehension difficulties, cognitive challenges, anxiety"
Mind-Mapping Software,"Use software like Inspiration, Mind Genius",Mind-mapping software makes organizing my thoughts easier.,"Mind-mapping software assists in organizing and visualizing thoughts and ideas, promoting clarity and efficiency in planning and tasks.",Helps me structure my ideas and improve planning. Might help our organisation by boosting creativity and project management.,"Feeling: motivated, supported, productive","Leading to: increased creativity, better project management, improved adaptability",Productivity,"organisational tools, project management, custom tools","cognitive challenges, planning difficulties, stress management"
Regular Reminders,Get reminders of deadlines and regular priority reviews,Reminders keep me on track with deadlines and priorities.,"Regular reminders for deadlines and priorities help manage time and tasks effectively, preventing missed deadlines and reducing stress.",Helps me stay organized and manage my workload. Could help our organisation by improving time management and reducing missed deadlines.,"Feeling: supported, secure, confident","Leading to: better time management, improved performance, reduced stress",Productivity,"time management, task management, stress management","time management problems, deadline pressures, stress"
Dual Instructions,Receive both verbal and written instructions,Having instructions in both formats helps me understand better.,"Providing instructions both verbally and in writing ensures clarity and caters to different learning styles, enhancing task comprehension.",Helps me understand tasks clearly and accurately. May help our organisation by reducing misunderstandings and increasing task accuracy.,"Feeling: included, confident, secure","Leading to: better work quality, improved communication, reduced errors",Communication,"clear communication, cognitive support, educational inclusion","comprehension difficulties, communication barriers, cognitive challenges"
Manageable Tasks,Break work into manageable chunks,Smaller tasks make my work feel more achievable and less overwhelming.,"Breaking tasks into smaller, manageable chunks makes work more approachable and less stressful, improving efficiency and focus.",Helps me manage my workload and reduce stress. Might help our organisation by increasing productivity and reducing burnout.,"Feeling: empowered, motivated, productive","Leading to: improved productivity, better work quality, lower burnout",Productivity,"task management, stress management, cognitive support","stress, task management difficulties, attention issues"
Written Instructions,Prefer written over verbal instructions,Written instructions give me a clear reference to follow.,"Written instructions provide a clear, lasting reference that can be reviewed, enhancing understanding and reducing errors.",Helps me follow tasks accurately without forgetting details. Could help our organisation by reducing mistakes and improving task completion.,"Feeling: confident, secure, valued","Leading to: better work quality, improved accuracy, reduced errors",Communication,"clear communication, organisational tools, cognitive support","cognitive challenges, communication barriers, comprehension difficulties"
Remote Work Option,Occasionally work from home,Working from home sometimes helps me maintain a better work-life balance.,"Occasionally working from home offers flexibility, reduces commute stress, and can improve work-life balance and productivity.",Helps me achieve a better work-life balance and reduce stress. Might help our organisation by enhancing employee satisfaction and retention.,"Feeling: balanced, satisfied, productive","Leading to: better work-life balance, higher retention, improved mental health","Adaptability, Wellness","flexible schedules, stress management, work-life balance","remote work challenges, high stress levels, work-life balance"
Avoid Open Questions,Avoid overly open-ended questions,Direct questions are easier for me to answer accurately.,"Avoiding overly open-ended questions makes it easier to provide clear and accurate responses, reducing stress and improving communication.",Helps me communicate more clearly and reduce anxiety. Could help your organisation by improving interview processes and candidate experience.,"Feeling: confident, respected, included","Leading to: better recruitment, improved candidate experience, enhanced communication",Communication,"clear communication, stress management, cognitive support","communication anxiety, recruitment bias, anxiety"
Alternative Information,Use alternatives to reading for information,Non-reading formats make information more accessible to me.,Providing information through non-reading formats like audio or video ensures accessibility for those who find reading challenging.,Helps me access information more easily and efficiently. May help your organisation by promoting inclusivity and better information retention.,"Feeling: included, supported, appreciated","Leading to: enhanced inclusion, improved information retention, better accessibility","Support, Adaptability","assistive technology, accessible formats, clear communication","reading difficulties, accessibility, information management issues"
Alternate Tasks,Alternate computer work with other tasks,Alternating tasks helps prevent fatigue and keeps me focused.,Alternating between computer and non-computer tasks reduces screen fatigue and maintains productivity and focus throughout the day.,Helps me stay energized and avoid burnout. Might help our organisation by maintaining consistent work quality and improving employee well-being.,"Feeling: energized, balanced, productive","Leading to: better work quality, improved mental health, reduced burnout","Wellness, Productivity","time management, stress management, ergonomic adjustments","prolonged screen time, fatigue, work-life balance"
Quiet Workspace,"Work in a quiet, distraction-free area",A quiet workspace helps me concentrate and be more productive.,"Working in a quiet, distraction-free area enhances focus and productivity, especially for tasks requiring deep concentration.",Helps me concentrate and complete tasks more efficiently. Could help our organisation by improving overall work quality and reducing errors.,"Feeling: productive, focused, valued","Leading to: improved work quality, increased productivity, reduced errors",Productivity,"stress management, cognitive support, environmental modifications","noise distraction, attention issues, cognitive challenges"
Encourage Focus Time,Request coworkers to avoid unnecessary interruptions,I feel much more productive when I know I won’t be disturbed unless it’s essential.,"Encouraging coworkers to limit interruptions unless necessary fosters a focused work environment, enhancing productivity and concentration.",Helps me focus better without frequent interruptions. Could help our organisation improve overall productivity and efficiency.,"Feeling: productive, focused, supported","Leading to: increased productivity, better work quality, improved team dynamics",Productivity,"clear communication, noise management, support networks","distraction, decreased productivity, inefficiency"
Scheduled Breaks,Allow breaks to manage emotions and prevent outbursts,Taking breaks when needed helps me stay calm and collected throughout the day.,"Providing breaks for emotional regulation prevents outbursts, maintaining a calm work atmosphere and enhancing emotional well-being.",Helps me manage emotions effectively. Might help our organisation maintain a peaceful and respectful work environment.,"Feeling: balanced, secure, respected","Leading to: improved mental health, better team dynamics, lower burnout",Wellness,"stress management, emotional support, mental health support","anxiety, emotional distress, high stress levels"
Single Task Assignment,Assign one job at a time for better focus,I perform best when I can concentrate on one task without having to switch between multiple jobs.,Assigning tasks one at a time allows better focus and higher quality work by reducing cognitive overload and multitasking stress.,Helps me stay focused and deliver high-quality work. May help our organisation achieve consistent work quality and efficiency.,"Feeling: engaged, motivated, productive","Leading to: improved work quality, higher productivity, better goal alignment",Productivity,"task management, workflow automation, cognitive support","multitasking difficulties, attention issues, task management difficulties"
Relocation for Training,Assign to different work or training location,A change of environment helps me adapt and learn better during training sessions.,"Relocating for training or different work areas enhances adaptability, providing a fresh perspective and improved learning opportunities.",Helps me adapt and learn more effectively. Could help our organisation with better training retention and adaptability.,"Feeling: empowered, confident, included","Leading to: better training retention, improved adaptability, enhanced growth",Development,"adaptable strategies, career guidance, organisational tools","training challenges, adaptability issues, learning difficulties"
Help with Forms,Assistance with completing electronic forms,Having help with electronic forms makes the process quicker and less stressful for me.,"Providing assistance with electronic forms ensures accuracy and reduces stress, making administrative tasks more efficient and accessible.",Helps me complete forms accurately and stress-free. Might help our organisation reduce administrative inefficiencies and errors.,"Feeling: supported, confident, secure","Leading to: reduced errors, improved efficiency, better compliance",Support,"assistive technology, clear communication, cognitive support","administrative inefficiency, digital barriers, comprehension difficulties"
Assistive Text Software,Use software like ClaroRead or TextHelp,Text software makes reading and writing tasks much easier and less time-consuming for me.,"Assistive text software aids in reading and writing, enhancing productivity and accessibility for those with reading difficulties.",Helps me work more efficiently with reading and writing. May help our organisation enhance productivity and accessibility.,"Feeling: confident, productive, supported","Leading to: increased productivity, better knowledge retention, improved recruitment",Adaptability,"assistive technology, accessible formats, custom tools","reading difficulties, dyslexia, digital barriers"
Visual Fire Alarm,Install audio-visual fire alarms for the deaf,Knowing there’s a visual alarm makes me feel safe and aware during emergencies.,"Installing audio-visual fire alarms ensures safety for deaf individuals, providing necessary alerts in case of emergencies.",Helps me feel secure and aware of emergencies. Could help our organisation improve safety and inclusivity standards.,"Feeling: secure, included, valued","Leading to: reduced risks, improved safety, better compliance",Safety,"safety training, emergency preparedness, accessibility","safety challenges, disability accommodation, emergency issues"
Written Backup Instructions,Provide notes or diagrams alongside verbal info,Having notes or diagrams helps me understand and remember instructions better.,"Supplementing verbal instructions with written notes or diagrams enhances understanding and retention of information, aiding task execution.",Helps me understand and retain instructions clearly. Might help our organisation improve task execution and reduce errors.,"Feeling: supported, confident, secure","Leading to: improved compliance, better task management, reduced errors",Communication,"clear communication, memory training, cognitive support","comprehension difficulties, memory challenges, communication barriers"
Move Considerately,Move in corridors to avoid distracting others,I can pace when needed without feeling guilty about disturbing my coworkers.,"Encouraging considerate movement, like pacing in corridors, reduces distractions for others, maintaining a focused work environment.",Helps me move freely without disturbing others. Could help our organisation maintain a focused and respectful workplace.,"Feeling: respected, included, balanced","Leading to: improved collaboration, better team dynamics, enhanced focus",Productivity,"noise management, comfort and ergonomics, cognitive support","distraction, attention issues, sensory challenges"
Prepare Key Points,Jot down key points before phone calls,Writing down key points beforehand helps me stay on track and communicate clearly during calls.,"Preparing key points before phone calls ensures clear and effective communication, reducing anxiety and enhancing conversation flow.",Helps me communicate clearly and confidently. May help our organisation improve communication efficiency and clarity.,"Feeling: confident, prepared, secure","Leading to: improved communication, better relationships, enhanced decision-making",Communication,"communication tools, cognitive support, stress management","communication anxiety, performance anxiety, communication barriers"
Schedule Notice,Provide advance notice for schedule changes,Knowing about schedule changes in advance helps me plan and reduces my stress.,"Giving advance notice of schedule changes allows better planning and reduces stress, enhancing time management and predictability.",Helps me plan my time effectively and reduce stress. Might help our organisation improve time management and reduce anxiety.,"Feeling: secure, confident, prepared","Leading to: better time management, reduced anxiety, improved adaptability",Adaptability,"schedule management, time management, stress management","scheduling challenges, time management problems, anxiety"
Braille Communications,Use Braille for written communications,Receiving communications in Braille makes me feel included and valued.,"Providing Braille communications ensures accessibility for visually impaired individuals, promoting inclusivity and effective communication.",Helps me access information and feel included. Could help our organisation enhance inclusivity and communication accessibility.,"Feeling: included, valued, respected","Leading to: enhanced diversity, better communication, improved accessibility",Support,"accessible formats, diverse hiring, equal opportunity","visual challenges, accessibility, discrimination"
Daily Planning Time,Schedule planning time each day,Setting aside time for planning helps me stay organized and on top of my tasks.,"Allocating daily planning time enhances organization and task management, ensuring a structured and efficient workflow.",Helps me stay organized and manage tasks effectively. May help our organisation improve productivity and workflow management.,"Feeling: organised, productive, empowered","Leading to: increased productivity, better task management, improved workflow",Productivity,"daily planning, task management, organisational tools","time management problems, task management difficulties, procrastination"
Ergonomic Chair,Providing ergonomic chairs,"My back pain has reduced significantly, making work more comfortable.","Using ergonomic chairs supports better posture and comfort, reducing back pain and discomfort during work.",Helps me work comfortably without pain. May help our organisation improve employee comfort and reduce absenteeism.,"Feeling: supported, comfortable, productive","Leading to: better employee health, improved performance, reduced absenteeism",Wellness,"adjustable furniture, ergonomic adjustments, comfort and ergonomics","physical barriers, discomfort at work, chronic pain"
Screen Colour Adjustment,Adjusting screen background colours,Changing the screen colour reduced my eye strain and made it easier to focus.,"Adjusting screen background colours can reduce eye strain and fatigue, enhancing visual comfort and focus.",Helps me work longer without eye strain. Might help our organisation enhance productivity and employee well-being.,"Feeling: comfortable, appreciated, productive","Leading to: better employee health, increased productivity, improved mental health",Wellness,"visual planning, assistive technology, custom tools","visual discomfort, digital barriers, prolonged screen time"
Mouse and Keyboard Customization,Customizing mouse speed and using keyboard shortcuts,Slowing down the mouse and using shortcuts has made my work more efficient and less tiring.,Customizing mouse speed and utilizing keyboard shortcuts can improve efficiency and reduce physical strain.,Helps me complete tasks more efficiently. Could help our organisation increase productivity and reduce repetitive strain injuries.,"Feeling: empowered, efficient, supported","Leading to: increased productivity, reduced injuries, better work quality",Productivity,"custom tools, productivity tools, assistive technology","repetitive strain injuries, computer strain, physical exertion"
