Coordination Challenges,Difficulties in coordinating tasks and activities.,I struggle with coordinating tasks at work.,"Facing challenges in task coordination, leading to inefficiency, missed deadlines, and increased stress due to difficulty in organising and managing activities.","Feeling: stress, frustration, overwhelm","Leading to: inefficiency, missed deadlines, decreased productivity","Creates perception of being: disorganised, unreliable, inefficient","Sensory & focus, Life","task management difficulties, inefficiency, stress","task management, project management, organisational tools"
Significant Dates Stress,"Coping during significant dates, anniversaries, or reminders of the deceased.",Important dates related to loss make work harder for me.,"Struggling with emotional stress on significant dates related to a loss, which can impact focus, productivity, and emotional well-being at work.","Feeling: grief, stress, sadness","Leading to: decreased productivity, increased absenteeism, lower morale","Creates perception of being: emotionally unstable, distracted, withdrawn","Mental & emotional, Life","emotional distress, grief, stress","emotional support, mental health support, flexible schedules"
Family Illness Coping,Coping with a family member's illness.,My family member's illness is really hard to deal with.,"Dealing with the stress and emotional toll of a family member's illness, impacting focus, productivity, and emotional well-being at work.","Feeling: anxiety, stress, overwhelm","Leading to: decreased productivity, increased absenteeism, lower employee engagement","Creates perception of being: distracted, overwhelmed, unreliable",Life,"family challenges, stress, emotional distress","flexible schedules, support networks, mental health support"
Grief and Work Changes,"Coping with changes while grieving, requiring additional support and flexibility from employers and colleagues.",Grieving while dealing with work changes is overwhelming.,"Struggling to cope with grief and work-related changes simultaneously, necessitating additional support, flexibility, and adjustments in work responsibilities or roles.","Feeling: overwhelm, grief, stress","Leading to: decreased productivity, increased absenteeism, lower employee engagement","Creates perception of being: overwhelmed, emotionally unstable, withdrawn","Mental & emotional, Life","grief, emotional distress, stress","flexible schedules, emotional support, mental health support"
Avoiding Responsibilities,Coping with demands by avoiding responsibilities.,I avoid responsibilities when demands are too high.,"Responding to high demands by avoiding tasks or responsibilities, leading to decreased productivity, missed deadlines, and potential conflicts with colleagues or supervisors.","Feeling: stress, frustration, overwhelm","Leading to: decreased productivity, missed deadlines, poor decision making","Creates perception of being: unreliable, unmotivated, unprofessional","Sensory & focus, Life","stress, task management difficulties, performance issues","task management, stress management, support networks"
Coping with Pain,Dealing with persistent pain that affects daily work activities.,My chronic pain makes it hard to concentrate and perform tasks.,"Facing ongoing pain that interferes with concentration, productivity, and the ability to perform physical tasks, leading to frequent breaks and potential absences.","Feeling: frustration, exhaustion, stress","Leading to: decreased productivity, increased absenteeism, higher operational costs","Creates perception of being: unreliable, inefficient, distracted",Physical,"chronic pain, health and well-being, physical exertion","ergonomic adjustments, wellness programs, flexible schedules"
Stress and Emotional Labour,"Coping with stress, uncertainty, and emotional labour.",Stress and emotional labour make my job very challenging.,"Struggling to manage high levels of stress, uncertainty, and emotional labour, leading to burnout, decreased job satisfaction, and reduced productivity.","Feeling: stress, burnout, overwhelm","Leading to: decreased productivity, increased absenteeism, higher turnover rates","Creates perception of being: drained, unreliable, emotionally unstable",Mental & emotional,"stress, burnout, emotional distress","stress management, emotional support, mental health support"
Excessive Coughing,Managing excessive coughing in the workplace.,My constant coughing is disruptive and embarrassing.,"Experiencing frequent coughing, which can be disruptive and cause embarrassment, potentially leading to distractions and discomfort for both the individual and coworkers.","Feeling: embarrassment, frustration, stress","Leading to: decreased productivity, increased absenteeism, higher operational costs","Creates perception of being: disruptive, unreliable, unprofessional",Physical,"health and well-being, stress, chronic illness","health support, safe environment, wellness programs"
COVID-19,"Managing the impacts of COVID-19 on health, safety, and work routines.",COVID-19 has made work routines very challenging.,"Navigating health and safety concerns, changes in work routines, and potential remote work arrangements due to the COVID-19 pandemic, impacting overall work dynamics.","Feeling: anxiety, stress, uncertainty","Leading to: decreased productivity, increased absenteeism, higher operational costs","Creates perception of being: apprehensive, unreliable, stressed","Physical, Life","health and well-being, stress, remote work challenges","safe environment, flexible schedules, reliable VPNs"
Coworker Stress Amplification,Coworker stresses can amplify feelings of overwhelm and exacerbate burnout risk.,My coworkers' stress is making me feel overwhelmed.,"Experiencing amplified stress and burnout risk due to the stressors and emotional states of coworkers, leading to decreased well-being and productivity.","Feeling: overwhelm, stress, burnout","Leading to: decreased productivity, increased absenteeism, lower morale","Creates perception of being: drained, unreliable, emotionally unstable",Mental & emotional,"stress, burnout, emotional distress","stress management, support networks, mental health support"
Cultural Integration Issues,Cultural integration issues leading to language barriers.,Language barriers make cultural integration at work difficult.,"Struggling with language barriers and cultural integration issues, which can hinder communication, collaboration, and a sense of belonging in the workplace.","Feeling: stress, frustration, isolation","Leading to: decreased collaboration, increased conflict, lower employee engagement","Creates perception of being: disengaged, unapproachable, inefficient",Social & communication,"cultural misunderstandings, miscommunication, stress","awareness training, communication tools, inclusive hiring"
Cultural/Religious Objections,Cultural and religious objections to transgender identities in the workplace.,Facing objections to my transgender identity is very stressful.,"Dealing with cultural or religious objections to transgender identities, leading to discrimination, stress, and potential exclusion or conflict in the workplace.","Feeling: stress, isolation, rejection","Leading to: decreased motivation, lower morale, higher turnover rates","Creates perception of being: alienated, distrustful, withdrawn",Social & communication,"discrimination, exclusion, stress","awareness training, inclusive hiring, equal opportunity"
Norms and Values Integration,Cultural integration issues related to norms and values.,Integrating different cultural norms and values is challenging.,"Navigating challenges in integrating diverse cultural norms and values, leading to potential misunderstandings, conflicts, and feelings of alienation in the workplace.","Feeling: frustration, isolation, confusion","Leading to: decreased collaboration, increased conflict, lower morale","Creates perception of being: defensive, disengaged, distrustful",Social & communication,"cultural misunderstandings, stress, exclusion","awareness training, inclusive hiring, equal opportunity"
Cultural Misunderstandings,Misunderstandings due to cultural differences.,Cultural misunderstandings cause tension at work.,"Facing misunderstandings and miscommunication stemming from cultural differences, which can lead to conflicts, frustration, and a lack of effective teamwork.","Feeling: frustration, stress, confusion","Leading to: decreased collaboration, increased conflict, lower morale","Creates perception of being: defensive, distrustful, disengaged",Social & communication,"cultural misunderstandings, miscommunication, stress","awareness training, clear communication, inclusive hiring"
Cultural/Religious Influences on Caregiving,Cultural or ethnic beliefs and practices influencing caregiving and healthcare decision-making.,My cultural beliefs affect how I make caregiving decisions.,"Navigating the influence of cultural or religious beliefs on caregiving and healthcare decisions, leading to potential conflicts or misunderstandings in workplace policies.","Feeling: stress, frustration, confusion","Leading to: decreased collaboration, increased conflict, lower morale","Creates perception of being: defensive, distrustful, disengaged","Social & communication, Life","cultural misunderstandings, family challenges, stress","awareness training, support networks, clear communication"
Addressing Harassment Barriers,Cultural or organisational barriers to addressing sexual harassment.,Barriers make it hard to address harassment issues at work.,"Facing cultural or organisational obstacles that hinder addressing sexual harassment, leading to a lack of reporting, unresolved issues, and a toxic work environment.","Feeling: stress, frustration, distrust","Leading to: increased legal risks, lower morale, higher turnover rates","Creates perception of being: distrustful, withdrawn, unprofessional",Social & communication,"discrimination, stress, workplace culture issues","clear communication, safe environment, equal opportunity"
Mourning Customs,Cultural or religious customs surrounding death and mourning.,My mourning customs aren't understood or respected at work.,"Navigating the need for cultural or religious mourning customs, which may not be understood or respected by colleagues, leading to potential conflict or isolation.","Feeling: stress, isolation, grief","Leading to: decreased collaboration, increased absenteeism, lower morale","Creates perception of being: withdrawn, distrustful, defensive","Social & communication, Life","grief, stress, cultural misunderstandings","awareness training, support networks, flexible schedules"
Cumulative Trauma Conditions,Managing cumulative trauma conditions impacting work performance.,My cumulative trauma affects my ability to work effectively.,"Dealing with the long-term effects of cumulative trauma, impacting mental health, focus, and work performance, leading to increased absenteeism and decreased productivity.","Feeling: stress, exhaustion, overwhelm","Leading to: decreased productivity, increased absenteeism, higher turnover rates","Creates perception of being: unreliable, emotionally unstable, distracted",Mental & emotional,"mental health, emotional distress, stress","mental health support, emotional support, flexible schedules"
Damaged Trust,Damaged trust in colleagues and management.,My trust in colleagues and management is damaged.,"Facing issues with trust in colleagues and management, leading to reduced collaboration, increased conflict, and a lack of engagement or commitment to work.","Feeling: distrust, bitterness, frustration","Leading to: decreased collaboration, lower morale, higher turnover rates","Creates perception of being: cynical, disengaged, uncooperative",Social & communication,"workplace conflicts, stress, performance issues","clear communication, trust-building activities, support networks"
Creativity Dampening,Dampened creativity and hindered ability to generate new ideas or solutions.,Stress is hindering my creativity at work.,"Experiencing stress or environmental factors that dampen creativity, leading to difficulties in generating new ideas, innovative solutions, and overall job satisfaction.","Feeling: frustration, stress, demotivation","Leading to: decreased productivity, reduced competitive advantage, lower morale","Creates perception of being: unmotivated, disengaged, inefficient","Sensory & focus, Life","creativity challenges, stress, decreased productivity","stress management, creative workshops, mental health support"
Daunting Workplace Adjustments,Daunting adjustment to the routine and expectations of the workplace.,Adjusting to new work routines is overwhelming for me.,"Struggling with adjusting to new routines and expectations in the workplace, leading to stress, decreased productivity, and potential feelings of inadequacy or overwhelm.","Feeling: stress, overwhelm, inadequacy","Leading to: decreased productivity, increased errors, higher turnover rates","Creates perception of being: overwhelmed, unreliable, unprofessional","Sensory & focus, Life","stress, job performance, inefficiency","support networks, task management, stress management"
Legal Complexities,Navigating complex and resource-heavy legal procedures.,The legal processes we face are overwhelming and draining.,"Managing intricate and demanding legal procedures can be daunting and consume significant resources, leading to stress and potential burnout for employees.","Feeling: overwhelm, stress, frustration","Leading to: increased operational costs, increased legal risks, decreased productivity","Creates perception of being: overwhelmed, stressed, distracted",Mental & emotional,"administrative inefficiency, high stress levels, burnout","stress management, professional counselling, project management"
Full Deafness,Complete lack of hearing.,Being completely deaf makes it hard to communicate effectively at work.,"Total hearing loss creates significant communication barriers, making it challenging to engage in conversations, meetings, and daily interactions at work.","Feeling: isolation, frustration, insecurity","Leading to: poor communication, decreased collaboration, increased errors","Creates perception of being: disengaged, detached, unapproachable",Sensory & focus,"communication barriers, sensory challenges, accessibility","assistive technology, alternative communication, accessibility and inclusion"
Partial Deafness,Hearing loss in one ear.,I struggle to hear conversations clearly due to my partial deafness.,"Hearing loss in one ear can cause difficulties in localising sound and understanding speech in noisy environments, leading to communication challenges.","Feeling: frustration, nervousness, insecurity","Leading to: poor communication, decreased productivity, increased errors","Creates perception of being: inattentive, unreliable, distracted",Sensory & focus,"communication barriers, sensory challenges, accessibility","assistive technology, noise management, alternative communication"
Complete Deafness,Total hearing impairment.,My total deafness isolates me from effective communication at work.,"Complete deafness results in significant communication challenges, requiring alternative methods to interact with colleagues and participate in meetings.","Feeling: isolation, frustration, insecurity","Leading to: poor communication, decreased collaboration, increased errors","Creates perception of being: disengaged, detached, unapproachable",Sensory & focus,"communication barriers, sensory challenges, accessibility","assistive technology, alternative communication, accessibility and inclusion"
Deafness,Impaired hearing ability.,My deafness makes workplace communication challenging.,"Hearing impairment can lead to difficulties in understanding spoken language, especially in group settings or noisy environments, impacting effective communication.","Feeling: frustration, insecurity, nervousness","Leading to: poor communication, decreased productivity, increased errors","Creates perception of being: inattentive, unreliable, distracted",Sensory & focus,"communication barriers, sensory challenges, accessibility","assistive technology, noise management, alternative communication"
Family Addiction Strain,Family member’s addiction affecting relationships.,My family member's addiction is disrupting our home life and my focus at work.,"A family member's drug addiction can cause emotional turmoil and strained relationships, affecting an employee's mental well-being and concentration at work.","Feeling: anxiety, stress, sadness","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: distracted, unreliable, withdrawn",Mental & emotional,"family dynamics, emotional distress, mental health","mental health support, emotional support, support networks"
Family Illness,Coping with a family member’s health condition.,Caring for my ill family member is emotionally and physically taxing.,"Dealing with a family member's illness can lead to emotional stress, physical exhaustion, and reduced focus on work responsibilities.","Feeling: stress, exhaustion, sadness","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: distracted, unreliable, withdrawn",Mental & emotional,"family dynamics, emotional distress, mental health","mental health support, flexible schedules, support networks"
Family Sickness,Managing a family member’s illness.,My family member's sickness is taking a toll on my emotional well-being.,"The sickness of a family member can cause significant emotional distress, impacting an employee’s ability to concentrate and perform effectively at work.","Feeling: stress, anxiety, exhaustion","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: distracted, unreliable, withdrawn",Mental & emotional,"family dynamics, emotional distress, mental health","mental health support, flexible schedules, support networks"
Child Behavioural Issues,Child's behavioural problems causing stress.,My child's behaviour problems are overwhelming and affecting my work.,"Dealing with a child's behavioural issues can lead to significant emotional stress, distraction, and reduced productivity for the parent at work.","Feeling: stress, anxiety, frustration","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: distracted, unreliable, stressed",Mental & emotional,"family dynamics, emotional distress, mental health","mental health support, flexible schedules, emotional support"
Sexual Harassment Effects,Impact of sexual harassment on work-life balance.,Sexual harassment has disrupted my work-life balance and mental health.,"Experiencing sexual harassment can severely impact an individual's emotional well-being and work-life balance, leading to stress and decreased productivity.","Feeling: anxiety, stress, insecurity","Leading to: higher turnover rates, decreased productivity, increased absenteeism","Creates perception of being: distressed, disengaged, withdrawn",Mental & emotional,"workplace culture issues, emotional distress, high stress levels","mental health support, emotional support, safe environment"
Gender Transition Disclosure,Deciding on gender transition disclosure.,I'm uncertain about when and how to disclose my gender transition at work.,"Deciding whether and when to disclose gender transition can be a complex and stressful process, involving considerations of acceptance and potential bias.","Feeling: anxiety, apprehension, insecurity","Leading to: decreased productivity, higher turnover rates, reduced employee retention","Creates perception of being: withdrawn, defensive, unapproachable",Social & communication,"gender transition, discrimination, workplace culture issues","awareness training, inclusive hiring, equal opportunity"
Sexual Harassment Disclosure,Deciding whether to disclose sexual harassment experiences.,I'm unsure if I should report my sexual harassment experiences at work.,"Deciding whether to disclose experiences of sexual harassment involves concerns about confidentiality, retaliation, and support, affecting mental well-being.","Feeling: anxiety, apprehension, fear","Leading to: higher turnover rates, decreased productivity, increased legal risks","Creates perception of being: distressed, disengaged, withdrawn",Social & communication,"workplace culture issues, emotional distress, high stress levels","safe environment, mental health support, awareness training"
Decision-Making,Difficulties in making decisions.,I find making decisions at work challenging and stressful.,"Struggling with decision-making can lead to delays and decreased efficiency, impacting overall productivity and team performance.","Feeling: stress, apprehension, frustration","Leading to: poor decision making, missed deadlines, decreased productivity","Creates perception of being: indecisive, inefficient, unreliable",Mental & emotional,"performance issues, task management difficulties, cognitive challenges","decision-making support, cognitive support, time management"
Problem-Solving Difficulties,Reduced problem-solving ability.,I’m finding it harder to solve problems effectively.,"Decreased ability to solve problems can hinder productivity and innovation, leading to frustration and potential conflicts within the team.","Feeling: frustration, inadequacy, stress","Leading to: decreased productivity, increased errors, inefficient processes","Creates perception of being: inefficient, unreliable, unproductive",Mental & emotional,"cognitive challenges, performance issues, task management difficulties","cognitive support, decision-making support, professional development"
Low Energy Levels,Reduced energy affecting concentration and productivity.,My low energy levels make it hard to stay focused and productive.,"Decreased energy can lead to difficulties in maintaining concentration and productivity, affecting overall work performance and job satisfaction.","Feeling: exhaustion, frustration, stress","Leading to: decreased productivity, missed deadlines, lower employee engagement","Creates perception of being: lethargic, unmotivated, unreliable",Mental & emotional,"fatigue, performance issues, decreased productivity","wellness programs, energy management, stress management"
Low Motivation,Feelings of undervaluation affecting motivation and job satisfaction.,"I feel undervalued, which affects my motivation and satisfaction at work.","Feeling undervalued can lead to decreased motivation and job satisfaction, impacting overall performance and engagement with work responsibilities.","Feeling: under-appreciation, frustration, apathy","Leading to: decreased productivity, lower employee engagement, higher turnover rates","Creates perception of being: unmotivated, disengaged, unproductive",Mental & emotional,"performance issues, emotional distress, decreased productivity","recognition programs, employee engagement, professional counselling"
Workplace Focus Loss,Difficulty maintaining productivity and concentration.,I struggle to stay productive and focused at work.,"Decreased productivity and concentration can lead to missed deadlines and errors, affecting overall team efficiency and work quality.","Feeling: frustration, stress, inadequacy","Leading to: decreased productivity, missed deadlines, increased errors","Creates perception of being: unfocused, unreliable, inefficient",Mental & emotional,"performance issues, cognitive challenges, task management difficulties","cognitive support, time management, stress management"
Reduced Workplace Productivity,Overall decline in work productivity.,My productivity at work has significantly decreased.,"Reduced productivity can impact an employee's ability to meet deadlines and contribute effectively to team goals, affecting overall job performance.","Feeling: frustration, stress, inadequacy","Leading to: decreased productivity, missed deadlines, lower employee engagement","Creates perception of being: unproductive, inefficient, unreliable",Mental & emotional,"performance issues, decreased productivity, task management difficulties","time management, productivity tools, professional development"
Fatigue,Low stamina and fatigue affecting work.,Fatigue makes it hard for me to maintain my stamina at work.,"Decreased stamina and fatigue can significantly impact an employee’s ability to perform tasks effectively, leading to reduced productivity and engagement.","Feeling: exhaustion, stress, inadequacy","Leading to: decreased productivity, increased errors, lower employee engagement","Creates perception of being: lethargic, unmotivated, unreliable","Physical, Mental & emotional","fatigue, performance issues, decreased productivity","wellness programs, energy management, stress management"
Career Advancement Hurdles,Delayed career progression and missed development opportunities.,I feel like my career advancement is being hindered.,"Hindrance to career advancement can lead to missed opportunities for professional growth, affecting job satisfaction and long-term career goals.","Feeling: frustration, disappointment, hopelessness","Leading to: higher turnover rates, reduced employee retention, decreased motivation","Creates perception of being: underperforming, disengaged, unmotivated",Mental & emotional,"lack of advancement, career challenges, professional development","mentorship programs, career guidance, professional development"
Moving Stress,Managing a move while meeting work demands.,Balancing my move with work responsibilities is overwhelming.,The demands of managing a relocation while fulfilling work duties can lead to significant stress and reduced focus on professional responsibilities.,"Feeling: overwhelm, stress, frustration","Leading to: decreased productivity, missed deadlines, increased absenteeism","Creates perception of being: distracted, unreliable, overwhelmed",Mental & emotional,"high stress levels, emotional distress, performance issues","flexible schedules, support networks, time management"
Unequal Treatment,Denial of promotions and unequal workload distribution.,I feel unfairly treated with promotions and work assignments.,Experiencing denial of promotions and unequal treatment in workload can lead to feelings of frustration and decreased job satisfaction.,"Feeling: frustration, resentment, under-appreciation","Leading to: decreased morale, higher turnover rates, lower employee engagement","Creates perception of being: resentful, disengaged, demotivated",Social & communication,"discrimination, workplace culture issues, career challenges","equal opportunity, diverse hiring, employee engagement"
Depression,Struggling with feelings of depression.,My depression makes it hard to stay motivated and engaged at work.,"Feelings of depression can significantly impact an employee’s motivation, concentration, and overall job performance.","Feeling: sadness, hopelessness, isolation","Leading to: decreased productivity, higher absenteeism, lower morale","Creates perception of being: disengaged, unreliable, withdrawn",Mental & emotional,"mental health, emotional distress, decreased productivity","mental health support, emotional support, flexible schedules"
Exclusionary Behaviour,Facing derogatory remarks and exclusion.,Derogatory comments and exclusionary behaviour at work are demoralising.,Experiencing derogatory remarks and exclusionary behaviour can lead to feelings of alienation and decreased job satisfaction.,"Feeling: alienation, bitterness, insecurity","Leading to: decreased morale, higher turnover rates, lower employee engagement","Creates perception of being: resentful, withdrawn, distrustful",Social & communication,"discrimination, workplace culture issues, emotional distress","awareness training, safe environment, inclusive hiring"
Health Detriments,Negative impacts on physical health and job performance.,My health issues are affecting my performance and well-being.,"Detrimental effects on physical health can lead to decreased mental well-being and job performance, resulting in increased absenteeism and lower productivity.","Feeling: stress, exhaustion, helplessness","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unreliable, unmotivated, distracted","Physical, Mental & emotional","health and well-being, mental health, performance issues","wellness programs, mental health support, flexible schedules"
Managing Diabetes,Managing diabetes while at work.,Managing my diabetes at work requires constant attention and care.,"Diabetes management requires careful monitoring and frequent breaks, which can disrupt work routines and affect productivity.","Feeling: stress, apprehension, insecurity","Leading to: decreased productivity, increased absenteeism, higher operational costs","Creates perception of being: unreliable, distracted, inefficient","Physical, Life","chronic illness, health and well-being, performance issues","flexible schedules, wellness programs, support networks"
Dietary Restrictions,Navigating dietary needs in the workplace.,My dietary restrictions make workplace meals challenging.,"Managing dietary needs can be difficult in workplaces where meal options are limited, leading to potential health issues and discomfort.","Feeling: stress, frustration, isolation","Leading to: increased absenteeism, decreased productivity, lower employee engagement","Creates perception of being: demanding, disengaged, isolated",Life,"health and well-being, chronic illness, emotional distress","wellness programs, flexible meal options, support networks"
Gender-Affirming Healthcare,Difficulty accessing gender-affirming healthcare and support.,It's hard to find gender-affirming healthcare at work.,Difficulty accessing gender-affirming healthcare can lead to significant stress and feelings of exclusion for transgender employees.,"Feeling: stress, frustration, isolation","Leading to: decreased morale, higher turnover rates, lower employee engagement","Creates perception of being: withdrawn, demotivated, unappreciated",Social & communication,"gender transition, workplace culture issues, discrimination","inclusive hiring, equal opportunity, mental health support"
Moving Distractions,Difficulty concentrating during the moving process.,Moving is making it hard to stay focused at work.,"The process of moving can cause significant distractions, reducing an employee’s ability to concentrate and perform effectively at work.","Feeling: stress, distraction, overwhelm","Leading to: decreased productivity, missed deadlines, lower employee engagement","Creates perception of being: distracted, unreliable, overwhelmed",Mental & emotional,"high stress levels, performance issues, emotional distress","time management, flexible schedules, support networks"
Sleep and Focus Issues,"Struggling with concentration, sleep, and relationships.","I can't focus, sleep well, or maintain healthy relationships.","Difficulty in concentrating, sleeping, and maintaining healthy relationships can lead to reduced productivity and overall well-being.","Feeling: stress, exhaustion, frustration","Leading to: decreased productivity, increased absenteeism, lower employee engagement","Creates perception of being: lethargic, distracted, unreliable",Mental & emotional,"sleep issues, emotional distress, decreased productivity","wellness programs, mental health support, flexible schedules"
Engagement in Training,Difficulty engaging in training programs and projects.,I struggle to engage in training programs and extra projects.,"Engaging in training programs and extra projects can be challenging when they require additional time and attention, impacting overall professional development.","Feeling: stress, frustration, inadequacy","Leading to: decreased productivity, missed deadlines, reduced professional development","Creates perception of being: unmotivated, disengaged, underperforming",Mental & emotional,"performance issues, career challenges, professional development","professional development, time management, support networks"
Focus and Embarrassment,Difficulty focusing and feeling embarrassed.,I have trouble focusing and it’s embarrassing.,"Difficulty focusing can lead to potential mistakes and embarrassment, affecting an employee’s confidence and productivity.","Feeling: stress, embarrassment, frustration","Leading to: increased errors, decreased productivity, lower employee engagement","Creates perception of being: unreliable, distracted, inefficient",Mental & emotional,"cognitive challenges, performance issues, decreased productivity","cognitive support, stress management, time management"
Conversation Comprehension,Difficulty following conversations.,I struggle to follow conversations at work.,"Difficulty in following conversations can hinder effective communication and collaboration with colleagues, impacting overall work performance.","Feeling: stress, frustration, insecurity","Leading to: poor communication, decreased collaboration, increased errors","Creates perception of being: inattentive, unreliable, disengaged",Sensory & focus,"communication barriers, cognitive challenges, performance issues","alternative communication, cognitive support, communication tools"
Forming Relationships,Difficulty forming new relationships at work.,I find it hard to form new relationships with colleagues.,Difficulty in forming new relationships can lead to feelings of isolation and hinder effective teamwork and collaboration.,"Feeling: isolation, insecurity, frustration","Leading to: decreased collaboration, lower morale, increased turnover rates","Creates perception of being: aloof, unapproachable, withdrawn",Social & communication,"social difficulties, emotional distress, workplace culture issues","team-building activities, mentorship programs, support networks"
Mathematical Concepts,Struggling with applying mathematical concepts.,Applying mathematical concepts at work is challenging for me.,"Difficulty in applying mathematical concepts can hinder job performance, especially in roles that require frequent use of math.","Feeling: frustration, inadequacy, stress","Leading to: increased errors, decreased productivity, missed deadlines","Creates perception of being: inefficient, unreliable, unproductive",Cognitive,"cognitive challenges, performance issues, task management difficulties","cognitive support, professional development, task management"
Writing Articulation,Difficulty in articulating thoughts in writing.,I struggle to express my thoughts effectively in writing.,Difficulty in articulating thoughts coherently in writing can impact communication and the quality of work documents.,"Feeling: frustration, stress, inadequacy","Leading to: poor communication, increased errors, decreased productivity","Creates perception of being: inefficient, unreliable, unprofessional",Cognitive,"cognitive challenges, communication barriers, performance issues","communication tools, cognitive support, professional development"
Personal Health Balance,Difficulty balancing personal health needs.,Balancing my health needs with work is challenging.,"Managing personal health needs can be difficult, leading to potential neglect of either health or work responsibilities, affecting overall well-being.","Feeling: stress, exhaustion, inadequacy","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unreliable, unmotivated, distracted","Physical, Life","health and well-being, chronic illness, performance issues","wellness programs, flexible schedules, support networks"
Work Demands Balance,Struggling to balance work demands.,I have trouble balancing all my work demands.,"Difficulty in balancing work demands can lead to stress, missed deadlines, and decreased productivity, impacting overall job performance.","Feeling: stress, overwhelm, frustration","Leading to: missed deadlines, decreased productivity, increased errors","Creates perception of being: unreliable, inefficient, overwhelmed",Mental & emotional,"task management difficulties, performance issues, high stress levels","time management, task management, stress management"
Concentration Issues,Difficulty maintaining concentration.,I struggle to maintain my concentration at work.,"Difficulty in maintaining concentration can lead to reduced productivity and increased errors, affecting overall work performance.","Feeling: stress, frustration, inadequacy","Leading to: decreased productivity, increased errors, missed deadlines","Creates perception of being: unreliable, distracted, inefficient",Mental & emotional,"cognitive challenges, performance issues, decreased productivity","cognitive support, stress management, time management"
Anxiety Management,Difficulty controlling anxiety levels.,My anxiety is hard to manage and affects my work.,"Difficulty in controlling anxiety can lead to stress, reduced productivity, and potential absenteeism, impacting overall job performance.","Feeling: stress, anxiety, overwhelm","Leading to: increased absenteeism, decreased productivity, higher turnover rates","Creates perception of being: unreliable, distracted, emotionally unstable",Mental & emotional,"anxiety, mental health, emotional distress","mental health support, stress management, emotional support"
Group Setting Challenges,Difficulty in group settings.,Group settings at work make me uncomfortable.,"Struggling in group settings can hinder effective communication and collaboration, impacting overall team performance and morale.","Feeling: anxiety, stress, isolation","Leading to: decreased collaboration, lower morale, higher turnover rates","Creates perception of being: aloof, withdrawn, unapproachable",Social & communication,"social anxiety, communication barriers, emotional distress","team-building activities, communication tools, support networks"
Conversation Initiation,Difficulty initiating conversations.,Starting conversations at work is challenging for me.,Difficulty in initiating conversations can lead to feelings of isolation and hinder effective communication and teamwork.,"Feeling: stress, anxiety, insecurity","Leading to: decreased collaboration, lower morale, higher turnover rates","Creates perception of being: aloof, unapproachable, withdrawn",Social & communication,"social anxiety, communication barriers, emotional distress","communication tools, support networks, team-building activities"
Attention Maintenance,Difficulty maintaining attention.,I find it hard to keep my attention on tasks.,"Difficulty in maintaining attention can lead to reduced productivity and increased errors, affecting overall job performance.","Feeling: stress, frustration, inadequacy","Leading to: decreased productivity, increased errors, missed deadlines","Creates perception of being: unreliable, distracted, inefficient",Mental & emotional,"attention issues, performance issues, cognitive challenges","cognitive support, time management, stress management"
Focus Maintenance,Difficulty in maintaining focus.,Keeping my focus at work is a challenge.,"Difficulty in maintaining focus can lead to reduced productivity and increased errors, impacting overall job performance.","Feeling: stress, frustration, inadequacy","Leading to: decreased productivity, increased errors, missed deadlines","Creates perception of being: unreliable, distracted, inefficient",Mental & emotional,"attention issues, performance issues, cognitive challenges","cognitive support, time management, stress management"
Posture Problems,"Difficulty maintaining proper posture, leading to discomfort.","I struggle to maintain good posture, which causes discomfort.","Difficulty in maintaining proper posture can lead to physical discomfort and potential long-term health issues, affecting overall job performance.","Feeling: discomfort, frustration, stress","Leading to: increased absenteeism, decreased productivity, higher operational costs","Creates perception of being: uncomfortable, inefficient, distracted",Physical,"ergonomic issues, physical health, performance issues","ergonomic adjustments, wellness programs, support networks"
Decision Input Dependency,Difficulty making decisions without seeking extensive input.,I find it hard to make decisions without a lot of input from others.,"Difficulty in making decisions without seeking extensive input can lead to delays and decreased efficiency, affecting overall productivity.","Feeling: stress, apprehension, inadequacy","Leading to: poor decision making, missed deadlines, decreased productivity","Creates perception of being: indecisive, inefficient, unreliable",Mental & emotional,"decision-making, cognitive challenges, performance issues","decision-making support, cognitive support, professional development"
Task and Schedule Management,Difficulty in managing tasks and schedules.,Managing my tasks and schedules is a constant struggle.,"Difficulty in managing tasks and schedules can lead to missed deadlines, increased stress, and decreased productivity, affecting overall job performance.","Feeling: stress, overwhelm, frustration","Leading to: missed deadlines, decreased productivity, increased errors","Creates perception of being: unreliable, inefficient, overwhelmed",Mental & emotional,"task management difficulties, performance issues, high stress levels","task management, time management, stress management"
Workload Management,Struggling with managing workloads.,Managing my workload feels overwhelming.,"Difficulty in managing workloads can lead to increased stress, missed deadlines, and decreased productivity, impacting overall job performance.","Feeling: stress, overwhelm, frustration","Leading to: missed deadlines, decreased productivity, increased errors","Creates perception of being: unreliable, inefficient, overwhelmed",Mental & emotional,"task management difficulties, performance issues, high stress levels","task management, time management, stress management"
